学校,所在地,AB区,院校建设计划,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
重庆师范大学,重庆,A,普通院校,统考,经济与管理学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(844)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
重庆工商大学,重庆,A,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
重庆工商大学,重庆,A,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
重庆工商大学,重庆,A,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中共重庆市委党校,重庆,A,普通院校,统考,经济学教研部,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(812)经济学基础(含政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中共重庆市委党校,重庆,A,普通院校,统考,经济学教研部,(020104)西方经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(812)经济学基础(含政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020102)经济思想史,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020102)经济思想史,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：4(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川大学,四川,A,985，211，双一流,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(901)经济学原理(政治经济学、西方经济学),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南交通大学,四川,A,211，双一流,统考,经济管理学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(925)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南交通大学,四川,A,211，双一流,统考,经济管理学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(925)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南交通大学,四川,A,211，双一流,统考,经济管理学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(925)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南交通大学,四川,A,211，双一流,统考,经济管理学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(925)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南交通大学,四川,A,211，双一流,统考,经济管理学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(925)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南交通大学,四川,A,211，双一流,统考,经济管理学院,(020100)理论经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(925)微观经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四川师范大学,四川,A,普通院校,统考,经济与管理学院,(020100)理论经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(838)经济学综合,(101)思想政治理论,(203)日语,(303)数学（三）,(838)经济学综合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：12(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：12(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020101)政治经济学,全日制,专业：12(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020103)经济史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020104)西方经济学,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(020105)世界经济,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(0201Z2)发展经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(0201Z2)发展经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(0201Z2)发展经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(0201Z2)发展经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济学院,(0201Z3)行为经济学,全日制,专业：3(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,法学院,(0201Z1)法律经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,法学院,(0201Z1)法律经济学,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,(101)思想政治理论,(203)日语,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济与管理研究院,(020104)西方经济学,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济与管理研究院,(020104)西方经济学,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济与管理研究院,(020104)西方经济学,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济与管理研究院,(020104)西方经济学,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,经济与管理研究院,(020104)西方经济学,全日制,专业：0(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,中国西部经济研究中心,(020106)人口、资源与环境经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,中国西部经济研究中心,(020106)人口、资源与环境经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南财经大学,四川,A,211，双一流,统考,中国西部经济研究中心,(020106)人口、资源与环境经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南民族大学,四川,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南民族大学,四川,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南民族大学,四川,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西南民族大学,四川,A,普通院校,统考,经济学院,(020100)理论经济学,全日制,专业：9(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(802)经济学原理,(101)思想政治理论,(203)日语,(303)数学（三）,(802)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中共四川省委党校,四川,A,普通院校,统考,不区分院系所,(020100)理论经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(842)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中共四川省委党校,四川,A,普通院校,统考,不区分院系所,(020100)理论经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(842)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中共四川省委党校,四川,A,普通院校,统考,不区分院系所,(020100)理论经济学,全日制,专业：6(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(842)政治经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020103)经济史,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020103)经济史,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020103)经济史,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020104)西方经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020105)世界经济,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
贵州财经大学,贵州,B,普通院校,统考,经济学院,(020106)人口、资源与环境经济学,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南大学,云南,B,211，双一流,统考,经济学院,(020100)理论经济学,全日制,专业：13(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(887)经济学原理,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,城市与环境学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,城市与环境学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,城市与环境学院,(020106)人口、资源与环境经济学,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,经济学院,(020101)政治经济学,全日制,专业：2(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,经济学院,(020102)经济思想史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
云南财经大学,云南,B,普通院校,统考,经济学院,(020102)经济思想史,全日制,专业：1(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(801)西方经济学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
